percent,code,status,worst,total,spread,programmes,seconds
95,B1,solved,0.8959123598,7.764523474,0.03591508051,1,0.592
95,B2,solved,0.9126743811,7.740612577,0.03355661734,2,0.558
95,B3,solved,0.9063784408,7.906378441,0.03096242038,1,0.532
95,B4,solved,0.9770191627,7.816153302,1.159106867e-15,10,8.885
95,B5,solved,0.9204597129,7.363677718,9.594523751e-10,8,4.187
